card_id,rare,recording,title,name,sortie_cost,cc_cost,symbol1,symbol2,gender,weapon,type1,type2,type3,type4,n_skill_name1,n_skill_name2,n_skill_name3,n_skill_name4,n_skill_text1,n_skill_text2,n_skill_text3,n_skill_text4,s_skill_name1,s_skill_name2,s_skill_text1,s_skill_text2,c_power,s_power,range,class,job,flavor,illustrator
B07-025,N,B07,明るい村娘,レベッカ,1,,神器,,女,弓,,,,,狩猟名人,飛行特効,,,このユニットを前衛に移動させる。このスキルはこのユニットが未行動でなければ使用できない。,このユニットが<飛行>を攻撃している場合、このユニットの戦闘力は＋３０される。,,,援護の紋章,,戦闘終了時、自分の攻撃ユニットを移動させてもよい。,,30,20,2,下級職,アーチャー,毎日狩りをしていますので、弓には、少し自信があります！,46
B07-026,HN,B07,オスティアの鎧将,オズイン,4,3,神器,,男,槍,アーマー,,,,オスティア重騎士団,重装の心得,,,このユニットの他に戦闘力が１００以上の味方が１体以上いる場合、このユニットの戦闘力は＋１０される。,このユニットが<魔法>以外に攻撃されている場合、このユニットの戦闘力は＋２０される。,,,鎧将の護衛,,戦闘終了まで、自分の防御ユニットの戦闘力は＋１０され、相手の攻撃ユニットは必殺攻撃できない。,,60,10,1,上級職,ジェネラル,この厚い鎧をもって、敵を阻む盾となってみせましょう。,米子
B07-027,N,B07,侯弟のお目付役,オズイン,1,,神器,,男,槍,アーマー,,,,重装の心得,,,,このユニットが<魔法>以外に攻撃されている場合、このユニットの戦闘力は＋２０される。,,,,防御の紋章,,戦闘終了まで、自分の防御ユニットの戦闘力は＋２０される。,,30,10,1,下級職,アーマーナイト,…すぐに力に頼るのは、あまり感心できませんな。,米子
B07-028,HN,B07,サカ一を目指す剣豪,ギィ,3,2,神器,,男,剣,,,,,キルソード,報酬への返礼,,,【】ターン終了まで、このユニットの攻撃は神速回避されない。,支援力が『X』の味方が１体以上いる場合、このユニットの戦闘力は＋１０される。,,,,,,,60,10,1,上級職,ソードマスター,おれは、サカ一の剣士にならなきゃいけないんだ！,まゆ
B07-029,N,B07,駆ける剣士,ギィ,1,,神器,,男,剣,,,,,剣の修行,,,,このユニットを支援しているカードが<剣>の場合、このユニットの戦闘力は＋１０される。,,,,攻撃の紋章,,戦闘終了まで、自分の攻撃ユニットの戦闘力は＋２０される。,,40,10,1,下級職,剣士,今のおれの剣なら、あんたにだって負けない！,まゆ
B07-030,HN,B07,深窓の戦乙女,プリシラ,3,2,神器,,女,魔法,獣馬,,,,お疲れではないですか？,,,,【】自分のターン終了時、コストを支払うなら、自分の退避エリアから『プリシラ』以外のカードを１枚選び、手札に加える。,,,,兄妹の再会,,自分の防御ユニットが『レイヴァン』の場合、この攻撃で『レイヴァン』は撃破されない。,,50,20,1-2,上級職,ヴァルキュリア,もう誰も…失いたくない。…だから、負けません。,卵の黄身
B07-031,N,B07,兄想いの姫君,プリシラ,1,,神器,,女,杖,獣馬,,,,ライブ,,,,"【,】自分の退避エリアから『プリシラ』以外のカードを１枚選び、手札に加える。",,,,祈りの紋章,,戦闘終了まで、相手の攻撃ユニットは必殺攻撃できない。,,30,20,,下級職,トルバドール,ご迷惑でなければ、私も連れていっていただけませんか？,卵の黄身
B07-032,R,B07,愛と復讐の剣,レイヴァン,3,2,神器,,男,剣,,,,,家名に誓う剣,復讐の勇者,,,支援スキルを持つ味方が他に２体以上いる場合、このユニットの戦闘力は＋２０される。,このユニットの攻撃で相手の主人公を撃破した時、後衛の敵を１体選び、移動させてもよい。,,,,,,,60,10,1,上級職,勇者,復讐…俺はそのことだけを考えて生きてきた。,VOCO
B07-033,N,B07,気高き傭兵,レイヴァン,1,,神器,,男,剣,,,,,そこでおとなしくしてろ,,,,自分のターン中、後衛の味方と後衛の敵がそれぞれ１体ずつ以上いる場合、このユニットの戦闘力は＋２０される。,,,,攻撃の紋章,,戦闘終了まで、自分の攻撃ユニットの戦闘力は＋２０される。,,40,10,1,下級職,傭兵,俺の今の名前はレイヴァンだ。レイモンドという名は…捨てた。,VOCO
B07-034,HN,B07,「山の隠者」の後継者,カナス,3,2,神器,,男,魔法,,,,,イクリプス,忌まわしき闇魔法,,,【】主人公以外の敵を１体選ぶ。ターン終了まで、その敵の戦闘力は−２０される。,お互いの開始フェイズ中、すべてのスキルは発動しない。,,,,,,,50,20,1-2,上級職,ドルイド,闇にとりこまれない保証はどこにもない。でも…僕は先を見たいんです。,匈歌ハトリ
B07-035,N,B07,知識の探究者,カナス,1,,神器,,男,魔法,,,,,古代魔法の研究,,,,【】相手は自分の手札を１枚選び、退避エリアに置く。相手はカードを１枚引く。,,,,暗闇の紋章,,相手の手札が５枚以上の場合、相手は自分の手札を１枚選び、退避エリアに置く。,,30,20,1-2,下級職,シャーマン,僕も君たちの仲間にしてくれないかな？古代魔法…俗に言う「闇魔法」なら少し使えるんだ。,匈歌ハトリ
B07-036,N,B07,穢れなき白翼,フィオーラ,1,,神器,,女,槍,飛行,獣馬,,,部隊を預かる者,,,,このユニットと同じエリアに<飛行>の味方が他に１体以上いる場合、このユニットの戦闘力は＋１０される。,,,,天空の紋章,,自分の攻撃ユニット以外の味方を１体選ぶ。その味方を移動させてもよい。,,30,30,1,下級職,ペガサスナイト,みんな、見ていて。たとえ私一人でも、任務は果たしてみせる。,まるえ
B07-037,N,B07,銀の魔道軍将,パント,3,2,神器,,男,魔法,,,,,戦場の夫婦愛,銀と金の魔術,,,自分のターン中、このユニットが『ルイーズ』に支援されている場合、このユニットの戦闘力は＋３０される。,このユニットの攻撃で敵を撃破した時、このユニットが『ルイーズ』に支援されている場合、カードを１枚引く。,,,,,,,50,20,1-2,上級職,賢者,ケガをさせたくないんだが…仕方が無い。,笹島彗星
B07-038,N,B07,金紫の貴婦人,ルイーズ,3,2,神器,,女,弓,,,,,戦場の夫婦愛,金と銀の旋風,飛行特効,,自分のターン中、このユニットが『パント』に支援されている場合、このユニットの戦闘力は＋３０される。,このユニットの攻撃で敵を撃破した時、このユニットが『パント』に支援されている場合、敵を１体選び、移動させてもよい。,このユニットが<飛行>を攻撃している場合、このユニットの戦闘力は＋３０される。,,,,,,50,20,2,上級職,スナイパー,私、歌やダンスよりも弓の扱いが得意でしてよ。,笹島彗星
B07-039,SR,B07,魔道の申し子,ニノ,4,3,神器,,女,魔法,,,,,家族は、あたしが守る！,魔道一族の血,,,【自分の手札からカードを１枚公開してデッキの１番上に置く】自分の退避エリアから自分の主人公と同じユニット名のカードを１枚選び、手札に加える。,【】他の味方が『ニノ』に支援された時、コストを支払うなら、カードを１枚引く。,,,,,,,60,20,1-2,上級職,賢者,あたしのこと、仲間だって言ってくれて…すごく嬉しかった。,かわすみ
B07-040,N,B07,「牙」の見習い,ニノ,1,,神器,,女,魔法,,,,,見習い魔道士,,,,他の<魔法>か<杖>の味方が出撃した時、ターン終了まで、このユニットの戦闘力は＋１０される。,,,,魔術の紋章,,カードを１枚引く。自分の手札を１枚選び、退避エリアに置く。,,30,20,1-2,下級職,魔道士,早く一人前になってみんなの役に立ちたいな。,かわすみ
B07-041,R,B07,死神と呼ばれた男,ジャファル,4,3,神器,,男,剣,,,,,血染めの暗殺剣,,,,【自分の手札からカードを１枚公開してデッキの１番上に置く】相手のデッキの一番上のカードを公開させる。そのカードと同じユニット名の敵を１体選び、撃破する。,,,,確殺の技巧,,相手の防御ユニットが主人公でない場合、戦闘終了まで、自分の攻撃ユニットの戦闘力は＋５０される。,,70,10,1,上級職,アサシン,ニノは…死なせない。邪魔をするなら、消す。,п猫Ｒ
B07-041,R+,B07,死神と呼ばれた男,ジャファル,4,3,神器,,男,剣,,,,,血染めの暗殺剣,,,,【自分の手札からカードを１枚公開してデッキの１番上に置く】相手のデッキの一番上のカードを公開させる。そのカードと同じユニット名の敵を１体選び、撃破する。,,,,確殺の技巧,,相手の防御ユニットが主人公でない場合、戦闘終了まで、自分の攻撃ユニットの戦闘力は＋５０される。,,70,10,1,上級職,アサシン,…ニノが俺を変えた。俺は…もう、ネルガルの殺人道具じゃない。,п猫Ｒ
B07-042,N,B07,心なき殺人道具,ジャファル,1,,神器,,男,剣,,,,,闇夜の侵入者,,,,自分のターン中、自分の手札の枚数が相手より少ない場合、このユニットは射程に関係なく後衛の敵を攻撃することができる。,,,,盗賊の紋章,,相手のデッキの１番上のカードを公開させる。あなたはそのカードを退避エリアに置かせてもよい。,,40,10,1,下級職,盗賊,…命令は受けた。それを果たす。,п猫Ｒ
B07-043,N,B07,「すご腕」の天馬騎士,ファリナ,1,,神器,,女,槍,飛行,獣馬,,,ひるがえる白翼,,,,このユニットの攻撃終了時、このユニットが主人公でない場合、このユニットを自分のデッキの１番上に置いてもよい。,,,,天空の紋章,,自分の攻撃ユニット以外の味方を１体選ぶ。その味方を移動させてもよい。,,30,30,1,下級職,ペガサスナイト,私のご主人様に立候補してくれるの？そうね…２万ゴールドでなら請け負うわ。,I☆LA
B07-044,SR,B07,裁きの白狼,ロイド,4,3,神器,,男,剣,,,,,白狼の牙,黒き因果,,,自分のターン中、相手の支援カードが支援に失敗した時、このユニットを未行動にする。,このユニットを支援しているカードは相手の支援カードが持つ支援スキルを得る。ただし、同じスキル名の支援スキルは１つしか持てない。,,,,,,,70,10,1,上級職,ソードマスター,【牙】は、何者も逃がさない。,黒葉.K
B07-045,HN,B07,悪を断つ黒刃,ロイド,1,,神器,,男,剣,,,,,義賊の兄弟,,,,このユニットか味方の『ライナス』が攻撃されている場合、相手の支援カードが持つ支援スキルは発動しない。,,,,攻撃の紋章,,戦闘終了まで、自分の攻撃ユニットの戦闘力は＋２０される。,,40,10,1,下級職,剣士,俺はブレンダンの息子、ロイド・リーダス…悪人を裁く【黒い牙】だ。,黒葉.K
B07-046,HN,B07,荒々しき狂犬,ライナス,3,2,神器,,男,剣,,,,,狂犬の牙,手斧　,,,このユニットと戦闘している敵の支援が失敗した時、戦闘終了まで、このユニットが攻撃で破壊するオーブは２つになる。,【】ターン終了まで、このユニットに<斧>と射程１−２が追加される。,,,,,,,60,10,1,上級職,勇者,てめーら悪人に、おれが【牙】の裁きを下してやるぜ！,煎茶
B07-047,R,B07,冷酷なる蒼鴉,ウルスラ,3,2,神器,,女,魔法,獣馬,,,,サンダーストーム,冷たい微笑,,,【】ターン終了まで、このユニットは射程に関係なく後衛の敵を攻撃することができる。,このユニットの攻撃で敵を撃破した時、相手のデッキの上からカードを３枚公開させる。あなたは公開させたカードの中から１枚選び、相手のデッキの１番上に置かせ、残りのすべてのカードを退避エリアに置かせる。,,,,,,,50,20,1-2,上級職,ヴァルキュリア,ね、あなた…死ぬのは、こわい？,北千里
B07-048,HN,B07,創られし命,リムステラ,4,3,神器,,,魔法,,,,,,,,,,,,,生力の吸収,,自分の戦闘ユニット以外で主人公でない味方を１体選び、撃破する。,,60,50,1-2,上級職,賢者,おまえの命と、【エーギル】をもらう。すべては、我が主のために。,cuboon
B07-049,HN,B07,誉れなき常勝騎,ランド,4,3,神器,,男,剣,獣馬,,,,間抜けはそっちだったね,君達は実に良い駒だ,,,敵のスキルか相手の支援スキルによって自分の手札が退避エリアに置かれた時、相手は自分の手札を１枚選び、退避エリアに置く。,主人公以外の他の味方を１体選び、自分のデッキの１番上に置く。,,,,,,,70,10,1,上級職,パラディン,感謝するよ…こんなに綺麗に引っかかってくれて。,まよ
B07-050,N,B07,邪道の双剣,ランド,2,,神器,,男,剣,獣馬,,,,要は勝てばいいのさ,,,,このユニットが出撃コストが１の敵と戦闘している場合、このユニットの戦闘力は＋２０される。,,,,邪道の戦術,,相手は自分の手札を１枚選び、公開する。,,50,10,1,下級職,ソシアルナイト,「騎士の誇り」…僕の一番嫌いな言葉だ。,まよ
B07-051,SR,B07,白夜王国を統べる者,リョウマ,5,4,白夜,,男,剣,,,,,召雷,決戦の舞台,竜の声,,【自分のオーブを１つ表向きにする】ターン終了まで、このユニットに射程１−２が追加され、このユニットの攻撃は主人公以外の敵に神速回避されない。,自分のオーブが１つ以上表向きの場合、主人公以外のユニットを攻撃しているユニットの戦闘力は＋３０される。,自分のオーブが１つ以上表向きの場合、手札にあるこのカードの出撃コストとクラスチェンジコストは１だけ小さくなる。,,,,,,70,20,1,上級職,白夜王,光があれば闇があるように、俺たち両国は一つなんだ。,鈴木理華
B07-051,SR+,B07,白夜王国を統べる者,リョウマ,5,4,白夜,,男,剣,,,,,召雷,決戦の舞台,竜の声,,【自分のオーブを１つ表向きにする】ターン終了まで、このユニットに射程１−２が追加され、このユニットの攻撃は主人公以外の敵に神速回避されない。,自分のオーブが１つ以上表向きの場合、主人公以外のユニットを攻撃しているユニットの戦闘力は＋３０される。,自分のオーブが１つ以上表向きの場合、手札にあるこのカードの出撃コストとクラスチェンジコストは１だけ小さくなる。,,,,,,70,20,1,上級職,白夜王,光があれば闇があるように、俺たち両国は一つなんだ。,鈴木理華
B07-052,N,B07,白夜一の剣豪,リョウマ,3,2,白夜,,男,剣,,,,,白き光軍,神刀 雷神刀,,,【】このユニットか他の味方が出撃するたび、コストを支払うなら、ターン終了まで、すべての味方の戦闘力は＋１０される。,【】ターン終了まで、このユニットに射程１−２が追加される。,,,,,,,60,10,1,上級職,剣聖,立ち向かえ、みんな！　最後の力を振り絞れ！,鈴木理華
B07-053,HN,B07,白夜の侍,リョウマ,1,,白夜,,男,剣,,,,,王家の血,,,,自分のオーブが１つ以上表向きの場合、このユニットの戦闘力は＋１０され、このユニットに射程１−２が追加される。,,,,攻撃の紋章,,戦闘終了まで、自分の攻撃ユニットの戦闘力は＋２０される。,,40,10,1,下級職,侍,お前たちがいれば、恐れるものは何もない。,タダ
B07-054,SR,B07,勇ましき真紅の翼,ヒノカ,4,3,白夜,,女,槍,飛行,獣馬,,,転移,守護の銀雲,,,"【,自分のオーブを１つ表向きにする】自分のデッキから出撃コストが３以下の<飛行>のカードを１枚まで選び、出撃させる。その後、デッキをシャッフルする。",自分のオーブが１つ以上表向きの場合、すべての<飛行>のユニットはスキルのコストやスキルの効果で撃破されない。,,,,,,,60,30,1,上級職,聖天馬武者,きっと父様と母様が…天国から見守っていらっしゃるぞ！,まよ
B07-054,SR+,B07,勇ましき真紅の翼,ヒノカ,4,3,白夜,,女,槍,飛行,獣馬,,,転移,守護の銀雲,,,"【,自分のオーブを１つ表向きにする】自分のデッキから出撃コストが３以下の<飛行>のカードを１枚まで選び、出撃させる。その後、デッキをシャッフルする。",自分のオーブが１つ以上表向きの場合、すべての<飛行>のユニットはスキルのコストやスキルの効果で撃破されない。,,,,,,,60,30,1,上級職,聖天馬武者,きっと父様と母様が…天国から見守っていらっしゃるぞ！,まよ
B07-055,N,B07,火の如き王女,ヒノカ,1,,白夜,,女,槍,飛行,獣馬,,,高まる戦風,竜脈への着地,,,【】自分の表向きのオーブ１つにつき、他の味方を１体まで選び、移動させる。,【】このユニットが出撃した時、コストを支払うなら、自分のオーブを１つ選び、表向きか裏向きにする。,,,天空の紋章,,自分の攻撃ユニット以外の味方を１体選ぶ。その味方を移動させてもよい。,,30,30,1,下級職,天馬武者,白夜王国第一の王女、ヒノカ…参る！,まよ
B07-056,SR,B07,白き光風の王子,タクミ,4,3,白夜,,男,弓,,,,,海割り,風巻く地平,飛行特効,,【自分のオーブを１つ表向きにする】自分の手札から出撃コストが３以下の<弓>のカードを１枚まで選び、出撃させる。,お互いのターン開始時、自分のオーブが１つ以上表向きの場合、すべての主人公でない前衛のユニットを移動させる。,このユニットが<飛行>を攻撃している場合、このユニットの戦闘力は＋３０される。,,,,,,60,20,2,上級職,弓聖,今日、この日を迎えられたのは、僕たちみんなの力だよ。,あおじ
B07-056,SR+,B07,白き光風の王子,タクミ,4,3,白夜,,男,弓,,,,,海割り,風巻く地平,飛行特効,,【自分のオーブを１つ表向きにする】自分の手札から出撃コストが３以下の<弓>のカードを１枚まで選び、出撃させる。,お互いのターン開始時、自分のオーブが１つ以上表向きの場合、すべての主人公でない前衛のユニットを移動させる。,このユニットが<飛行>を攻撃している場合、このユニットの戦闘力は＋３０される。,,,,,,60,20,2,上級職,弓聖,今日、この日を迎えられたのは、僕たちみんなの力だよ。,あおじ
B07-057,N,B07,風神の継承者,タクミ,1,,白夜,,男,弓,,,,,王家の戦い,飛行特効,,,このユニットの攻撃で敵を撃破した時、自分のオーブを１つ選び、表向きにしてもよい。,このユニットが<飛行>を攻撃している場合、このユニットの戦闘力は＋３０される。,,,援護の紋章,,戦闘終了時、自分の攻撃ユニットを移動させてもよい。,,30,20,2,下級職,弓使い,見てられないね…援護するよ。,あおじ
B07-058,SR,B07,白夜に舞う桜花,サクラ,4,3,白夜,,女,魔法,,,,,治癒,祝福の桜嵐,,,"【,,自分のオーブを１つ表向きにする】カードを３枚引く。自分のオーブの数が相手と同じか相手より少ない場合、このユニットを未行動にする。",自分のオーブが１つ以上表向きの場合、出撃コストが５以上のすべてのユニットの戦闘力は＋１０される。,,,,,,,60,20,1-2,上級職,陰陽師,リョウマ兄様、ご立派になられて…わ、私…うれしいです…っ！！,クロサワテツ
B07-058,SR+,B07,白夜に舞う桜花,サクラ,4,3,白夜,,女,魔法,,,,,治癒,祝福の桜嵐,,,"【,,自分のオーブを１つ表向きにする】カードを３枚引く。自分のオーブの数が相手と同じか相手より少ない場合、このユニットを未行動にする。",自分のオーブが１つ以上表向きの場合、出撃コストが５以上のすべてのユニットの戦闘力は＋１０される。,,,,,,,60,20,1-2,上級職,陰陽師,リョウマ兄様、ご立派になられて…わ、私…うれしいです…っ！！,クロサワテツ
B07-059,N,B07,慈しみの妹,サクラ,1,,白夜,,女,杖,,,,,春祭,慈愛,,,"【,】自分の退避エリアから『サクラ』以外のカードを１枚選び、手札に加える。",このユニットが撃破された時、自分のオーブを１つ選び、表向きか裏向きにしてもよい。,,,祈りの紋章,,戦闘終了まで、相手の攻撃ユニットは必殺攻撃できない。,,20,20,,下級職,巫女,私…もっと頑張ります。皆さんのお役に立てるように。,クロサワテツ
B07-060,R,B07,祝賀の忍装束,サイゾウ,3,2,白夜,,男,暗器,,,,,彩造炎舞,影を束ねる者,,,このユニットが必殺攻撃する場合、自分の手札から『サイゾウ』を１枚退避エリアに置く代わりに自分の手札から<暗器>を１枚退避エリアに置いてもよい。,他の<暗器>の味方が後衛に１体以上いる場合、このユニットの攻撃は主人公以外の敵に神速回避されない。,,,,,,,50,20,1-2,上級職,上忍,自らを知り、自らが認める主に仕える事こそわれらが無上の喜び。,まよ
B07-060,R+,B07,祝賀の忍装束,サイゾウ,3,2,白夜,,男,暗器,,,,,彩造炎舞,影を束ねる者,,,このユニットが必殺攻撃する場合、自分の手札から『サイゾウ』を１枚退避エリアに置く代わりに自分の手札から<暗器>を１枚退避エリアに置いてもよい。,他の<暗器>の味方が後衛に１体以上いる場合、このユニットの攻撃は主人公以外の敵に神速回避されない。,,,,,,,50,20,1-2,上級職,上忍,リョウマ様のために…爆ぜ散れ！,まよ
B07-061,N,B07,五代目,サイゾウ,1,,白夜,,男,暗器,,,,,阿吽の呼吸,,,,このユニットが『忍術の紋章』で出撃した時、自分の退避エリアから出撃コストが１の『カゲロウ』を１枚選び、行動済みで出撃させてもよい。,,,,忍術の紋章,,自分の手札を１枚選び、退避エリアに置いてもよい。そうしたなら、戦闘終了時、このカードを退避エリアに置く代わりに行動済みで出撃させる。,,30,20,1-2,下級職,忍,共に闘う以上、足は引っ張ってくれるな。,AMG
B07-062,R,B07,祝賀の晴れ姿,カゲロウ,3,2,白夜,,女,暗器,,,,,輝刃連舞,陽炎の陣,,,他の<暗器>の味方が必殺攻撃した時、カードを１枚引く。,このユニットが後衛の場合、<暗器>の味方が前衛に１体以上いるなら、敵はこのユニットを攻撃できない。,,,,,,,50,20,1-2,上級職,上忍,これからも、リョウマ様をお守りしよう。私たち、それぞれのやり方で、それぞれの力を合わせて。,まよ
B07-062,R+,B07,祝賀の晴れ姿,カゲロウ,3,2,白夜,,女,暗器,,,,,輝刃連舞,陽炎の陣,,,他の<暗器>の味方が必殺攻撃した時、カードを１枚引く。,このユニットが後衛の場合、<暗器>の味方が前衛に１体以上いるなら、敵はこのユニットを攻撃できない。,,,,,,,50,20,1-2,上級職,上忍,われらが祝賀の花火…とくとご覧あれ！,まよ
B07-063,N,B07,白夜のくノ一,カゲロウ,1,,白夜,,女,暗器,,,,,阿吽の呼吸,,,,このユニットが『忍術の紋章』で出撃した時、自分の退避エリアから出撃コストが１の『サイゾウ』を１枚選び、行動済みで出撃させてもよい。,,,,忍術の紋章,,自分の手札を１枚選び、退避エリアに置いてもよい。そうしたなら、戦闘終了時、このカードを退避エリアに置く代わりに行動済みで出撃させる。,,30,20,1-2,下級職,忍,…私は忍だ。任務で死ぬことなど、とうに覚悟している。,AMG
B07-064,R,B07,のんきな金鵄武者,セツナ,3,2,白夜,,女,弓,飛行,獣馬,,,ぼんやり,セツナの緩弓,飛行特効,,【】このユニットが未行動になった時、コストを支払うなら、カードを１枚引く。,このユニットが攻撃した時、ターン終了まで、このユニットの戦闘力は＋３０される。（はこのユニットがクラスチェンジしていなければ発動しない）,このユニットが<飛行>を攻撃している場合、このユニットの戦闘力は＋３０される。,,,,,,30,30,2,上級職,金鵄武者,新しい服…汚さないようにしよう…,BISAI
B07-064,R+,B07,のんきな金鵄武者,セツナ,3,2,白夜,,女,弓,飛行,獣馬,,,ぼんやり,セツナの緩弓,飛行特効,,【】このユニットが未行動になった時、コストを支払うなら、カードを１枚引く。,このユニットが攻撃した時、ターン終了まで、このユニットの戦闘力は＋３０される。（はこのユニットがクラスチェンジしていなければ発動しない）,このユニットが<飛行>を攻撃している場合、このユニットの戦闘力は＋３０される。,,,,,,30,30,2,上級職,金鵄武者,私、がんばる…ヒノカ様に、そう約束したから…,BISAI
B07-065,N,B07,うっかり弓使い,セツナ,1,,白夜,,女,弓,,,,,罠の中,飛行特効,,,このユニットはスキルのコストやスキルの効果で撃破されない。,このユニットが<飛行>を攻撃している場合、このユニットの戦闘力は＋３０される。,,,援護の紋章,,戦闘終了時、自分の攻撃ユニットを移動させてもよい。,,30,20,2,下級職,弓使い,……………助けて……,BISAI
B07-066,SR,B07,艶姿槍乙女,オボロ,4,3,白夜,,女,槍,,,,,艶姫の早着替え,お化粧直し,忠義と乙女心と,,【自分の<白夜>の絆カードを１枚裏向きにする】味方の『オボロ』が移動した時、コストを支払うなら、自分の退避エリアにあるこのカードをその『オボロ』の上に重ねてクラスチェンジさせる。,このユニットの１番上に重ねられているこのカードを自分の退避エリアに置く。（はこのユニットがクラスチェンジしていなければ使用できない）,<弓>の味方が他に１体以上いる場合、このユニットの戦闘力は＋１０される。,,,,,,70,10,1,上級職,婆娑羅,タクミ様に危害を加えようとする者はみんな私が倒してみせるわ…！,藤ちょこ
B07-067,HN,B07,呉服屋の娘,オボロ,1,,白夜,,女,槍,,,,,戦場の身嗜み,,,,自分のデッキの上からカードを２枚公開する。ターン終了まで、公開したカードと同じユニット名の味方の戦闘力は＋１０される。その後、公開したカードを退避エリアに置く。,,,,攻撃の紋章,,戦闘終了まで、自分の攻撃ユニットの戦闘力は＋２０される。,,40,10,1,下級職,槍術士,必要であれば、仕立てもさせていただきますよ。,四季童子
B07-068,R,B07,武人の魂を持つ少女,カザハナ,4,3,白夜,,女,剣,,,,,斧弓ならば剣！,槍暗器ならば斧！,剣魔法ならば槍でお相手！,,このユニットが<斧>か<弓>と戦闘している場合、このユニットの戦闘力は＋１０される。,このユニットが<槍>か<暗器>に攻撃されている場合、相手の攻撃ユニットは必殺攻撃できない。,このユニットが主人公以外の<剣>か<魔法>を攻撃している場合、相手の防御ユニットは神速回避できない。,,,,,,70,10,1,上級職,兵法者,あたしは泣かない！　あたしは負けない！ここから先には絶対絶対、行かせないんだからーっ！！,daigoman
B07-069,N,B07,元気な少女剣士,カザハナ,1,,白夜,,女,剣,,,,,訓練の成果,,,,このユニットが出撃コストが２以上の敵を攻撃している場合、このユニットの戦闘力は＋１０される。,,,,攻撃の紋章,,戦闘終了まで、自分の攻撃ユニットの戦闘力は＋２０される。,,40,10,1,下級職,侍,もっと強くなってみせるわ…サクラ様を守れるように！,daigoman
B07-070,HN,B07,大空の完璧主義者,ツバキ,3,2,白夜,,男,槍,飛行,獣馬,,,完璧な風読み,心通わす翼,,,【】他の味方を２体まで選び、移動させる。,自分のターン終了時、他の味方を１体選び、移動させてもよい。（はこのユニットがクラスチェンジしていなければ発動しない）,,,,,,,50,30,1,上級職,聖天馬武者,うんうん…今日も完璧、っとー。,小森ニコ
B07-071,N,B07,完璧の為の努力,ツバキ,1,,白夜,,男,槍,飛行,獣馬,,,天空の運び手,,,,【】他の味方を１体選び、移動させる。,,,,天空の紋章,,自分の攻撃ユニット以外の味方を１体選ぶ。その味方を移動させてもよい。,,30,30,1,下級職,天馬武者,俺はやっぱり、完璧であり続けたい…そうでない俺に、価値なんて無いんですよー。,小森ニコ
B07-072,R,B07,傍らに立つ切り札,ジョーカー,3,2,白夜,,男,暗器,,,,,サポート致します,絶対死守,,,このユニットと同じエリアに自分の主人公がいる場合、自分の主人公の戦闘力は＋１０される。,【】自分の主人公が攻撃された時、コストを支払うなら、戦闘終了まで、自分の主人公は撃破されない。,,,,,,,50,20,1-2,上級職,バトラー,地獄の果てまでお供させていただきましょう。,セツ
B07-073,N,B07,忠実な杖騎士,ジョーカー,1,,白夜,,男,杖,獣馬,,,,暗器修行中,光栄です,,,このカードに<暗器>と射程１−２が追加される。,このユニットが自分の主人公と同じユニット名のカードに支援されている場合、このユニットの戦闘力は＋１０される。,,,祈りの紋章,,戦闘終了まで、相手の攻撃ユニットは必殺攻撃できない。,,30,20,,下級職,ロッドナイト,カムイ様の敵は、私の敵。お心を煩わす前に、始末致します。,セツ
B07-074,HN,B07,灼血の闘士,リンカ,3,2,白夜,,女,斧,,,,,槍殺し,匠の技,,,このユニットが<槍>と戦闘している場合、このユニットの戦闘力は＋２０される。,【】このユニットの攻撃で敵を撃破した時、コストを支払うなら、自分の退避エリアから撃破した敵と同じ武器を持つカードを１枚選び、手札に加える。,,,,,,,60,10,1,上級職,鍛冶,偉大なる炎の神よ！　あたしに力を貸してくれ！,Azusa
B07-075,N,B07,大人の呪い師,オロチ,1,,白夜,,女,魔法,,,,,白夜の捕縛術,,,,【】このユニットの攻撃で出撃コストが１の敵を撃破した時、コストを支払うなら、カードを１枚引く。,,,,魔術の紋章,,カードを１枚引く。自分の手札を１枚選び、退避エリアに置く。,,30,20,1-2,下級職,呪い師,わらわが暖めてしんぜよう。,祀花よう子
B07-076,R,B07,再会の親友,サイラス,4,3,白夜,,男,槍,獣馬,,,,世界に平和を,不変の友愛,,,を持つ前衛の味方の戦闘力は＋１０される。,自分の<白夜>の絆カードは<暗夜>としてもあつかう。,,,,,,,70,10,1,上級職,パラディン,俺はお前を信じて闘うさ。そして、もし叶うなら共に、この世界に真の平和をもたらそう。,長浜めぐみ
B07-077,N,B07,幼なじみの騎士,サイラス,2,,白夜,,男,槍,獣馬,,,,この命、お前のために,友情の騎士達,,,このユニットが敵の攻撃で撃破された時、味方を１体選ぶ。ターン終了まで、その味方の戦闘力は＋１０される。,このユニットの戦闘力は＋１０される。このスキルは自分の<暗夜>の絆カードが１枚以上なければ有効にならない。,,,,,,,50,10,1,下級職,ソシアルナイト,どうしても…思い出してほしかったんだよ、俺のことを。,長浜めぐみ
B07-078,HN,B07,眷属となった赤竜,クリムゾン,4,3,暗夜,,女,斧,飛行,竜,,,哀しき闘い,眷属の竜騎,,,【自分の裏向きの絆カードを１枚退避エリアに置く】相手は自分の絆カードを１枚選び、退避エリアに置く。このスキルは相手の絆カードが５枚以上なければ使用できない。,自分の絆カードが５枚以上裏向きの場合、このユニットの戦闘力は＋１０される。,,,,,,,60,30,1,上級職,ドラゴンマスター,………,lack
